guid,price,date
"E20 3AL, 600a1726092aa9ba45c82f446e24fec2dcc81ce7",279969,2021-04-26
"E20 3AL, 492f75d656ed82bd7b256e26c0bd490fea58821e",348635,2021-04-26
"E20 3AL, 8930a9f9854aca0c9ee7360122ad7579102dd1b0",322676,2021-04-26
"E20 3AP, f555d88bd29ed3ec1c663c4ece2dfc167623c9e4",322676,2021-06-07
"E20 3AP, d3cb8dc694fae5e70002d8d28ae0bc1f464df1f4",279969,2021-06-07
"E20 3AP, 2bc7f93b9e8106783caf3598189b88413c993f04",296219,2021-06-07
"E20 3AP, 867b3ed3045dca25eb0e68d8ff84d73d536641b2",279969,2021-06-07
"E20 3AP, 867b3ed3045dca25eb0e68d8ff84d73d536641b2",219000,2021-06-25
"E20 3AP, 35d2ec6db8d81ba46561e9c578cd70fde9237b47",348634,2021-06-07
"E20 3AP, c4bf030e908b4bc981e5f4ef99a8bd2a100a90f8",322676,2021-06-07
"E20 3AP, 7a0a58cbbe51c9652dc210cf912320ce2d460e3f",296219,2021-06-07
"E20 3AP, 0a55f596f9897e0c538f8f5589d2ce566d50aa5a",279969,2021-06-07
"E20 3AP, 23e5e87af6c0b37399c93292482a820d65fbe821",322676,2021-06-07
"E20 3AP, cda8dae56c3b1b35708c4045d1ac655c67c52603",348634,2021-06-07
"E20 3AP, fd2124c112e40295b5735c035cb7115780440046",338926,2021-06-07
"E20 3AP, cd8abff6a30afc52bc70c4852d11ce3cb2b7c0f5",348634,2021-06-07
"E20 3AP, 55b95816527479b190aefda4eeefad7149c244f9",322676,2021-06-07
"E20 3AP, ca2cbd576d87904eb648aa147b3ed28395a41d77",279969,2021-06-07
"E20 3AP, 563e5a75072bb0a0e46f5881a018d9d4cabdbced",279969,2021-06-07
"E20 3AP, 8a24978067a2411bae2e006ca199092c93b1c261",338926,2021-06-07
"E20 3AP, 961bcf784e38ecc5dbda8eb01acbffef49d936cc",364884,2021-06-07
"E20 3AP, 4d70dcd5347af83f1ed86acce92f986aeeb7afbc",322676,2021-06-07
"E20 3AP, 4293bd73bff95f285a40ea6df3b15ddc0105b971",348634,2021-06-07
"E20 3AP, c1c729fb3449bd5e204607886e86983774a0bf81",322676,2021-06-07
"E20 3AP, 2c55e18e4b363daab3c7a91f885e75e1160833f0",279969,2021-06-07
"E20 3AP, 969cdb9a03de1c7c588b95e2f2726a3e3767b7c0",338926,2021-06-07
"E20 3AP, 61e607504bcfcf83f31b98fb3db175d34a478f5c",183895,2021-06-07
"E20 3AP, 97bc76873ee88a2dc20c2019ba856de17592cb26",132280,2021-06-07
"E20 3AR, 71304fd92f62076e9154cf00a0e5c2bd787ce3bb",322676,2021-08-25
"E20 3AR, 80bf69962ca569eb719c409d2e8885cc424c021b",617500,2021-09-06
"E20 3AR, 3c14d82a6d3014b8e11c350e69c05c49676adc85",780000,2021-09-20
"E20 3AR, 0d8a8641f0c65c8e7acb59af5a25c8e373434480",840000,2021-09-06
"E20 3AR, 6c7ad576c933075bf6532eef02885a2ced8f0900",460000,2021-09-09
"E20 3AR, 8db7da382f7927a5b73a6b349c1804e0fa4c19ea",890000,2021-09-09
"E20 3AR, 9372a82ccfb97b95a33ac6ab37de4cfbad86539b",810000,2021-09-06
"E20 3AR, 9073b4ba68ded81a7afffc1333c3ef43ededfee2",770000,2021-09-06
"E20 3AR, 674a1fd463ccdbb0d03b399a98c76e915a1255ea",622500,2021-09-06
"E20 3AR, c4d4fe13e31e34aadded89bbfdea9cb0c2efa269",589950,2021-09-06
"E20 3AR, eb25285f1f874f5fb1ed3222fd2672f51ea0dd3f",495000,2021-09-09
"E20 3AR, 1bc630993c9afaeb33335a57b180505de454e726",725000,2021-11-25
"E20 3AR, 64cec483abd264f2e250e2e72dbae2dd1736d003",770000,2022-02-16
"E20 3AR, 8a8e727806c7d931157c32b7ff7d6a64cf8e61ec",765000,2022-05-27
"E20 3AT, 272b85dd8c26e8063f529a14b584ff3f344d7d7d",279969,2021-06-07
"E20 3AT, b5d0a51c8e23a67b84a145155e210d93a278f5d4",322676,2021-06-07
"E20 3AT, 2856721bc38c385fc7ddfdf705fb15d34b3866ef",279969,2021-06-07
"E20 3AT, 56547bf0079950b21029c0c443cd0984ac0b7fa2",279969,2021-06-07
"E20 3AT, f3148c5cefa92f832abed7f0adf5fb74324be1a5",322676,2021-06-07
"E20 3AT, 7a429e4fddb05102aad98662f751ee04fea9e499",348634,2021-06-07
"E20 3AT, 51515d8e7a1b083faff2990d29881083d1714931",348634,2021-06-07
"E20 3AT, 96f6f5a51b6dbec7482c40ba57384ecd7bc557c4",348634,2021-06-07
"E20 3AT, 19aeb50312853aa2e60579f1815863282fc7714a",322676,2021-06-07
"E20 3AT, 0f99f7c1f602d71039afcf2a6f0689ef7fb56269",279969,2021-06-07
"E20 3AT, 50fe16d86b8474ff8aaa1e3b05caba895ccc5fbc",279969,2021-06-07
"E20 3AT, a57c7a2f68f4f7a9d3673b7948e26ea81234245b",279969,2021-06-07
"E20 3AT, cf6853623b49782d2c63c4863160b60ac8153be4",322676,2021-06-07
"E20 3AT, 810147ee5eb4b8c6b6876b9a3c3e28ea17a0d2b3",348634,2021-06-07
"E20 3AT, 5c7a01827d0742e64c25f6e6efdd7a5ac2d66e61",348634,2021-06-07
"E20 3AT, 56bf4536878bf1f74f1781d9d9affc91bcb12567",348634,2021-06-07
"E20 3AT, 6092df352dbdb70da64e56aac3cd11d339071349",322676,2021-06-07
"E20 3AT, ead57231e9418f43606d171ba1821734da28f642",279969,2021-06-07
"E20 3AT, 6e2c55b9ce8054600decf307d864f49206ea7eb3",279969,2021-06-07
"E20 3AT, bdcf51d4d27ad71f49d92e4d20081d6c46dfac59",279969,2021-06-07
"E20 3AT, 1dee88a4bbf2f33573095319470cfe20a175a2e5",338926,2021-06-07
"E20 3AT, 674747619afe34efe36b6ed82d644e5eb4a06a6a",322676,2021-06-07
"E20 3AT, 9958ba0a808f0f8500b768c1ea33b198497fee7d",279969,2021-06-07
"E20 3AT, f59b43c4d346fb5bcb2048815e80f222e13deab9",348634,2021-06-07
"E20 3AT, 6464153f60e30260adfafeb4c460f8f4c79dcb69",279969,2021-06-07
"E20 3AT, 4d7bcf8957d562db10b4d79efeaf5f2e4def21db",279969,2021-06-07
"E20 3AT, 69802cb64d31bf1794c9fe5a080f2a114f92bc2a",364884,2021-06-07
"E20 3AT, ad7c229e51d79701ee00dc84406520a8ba642408",322676,2021-06-07
"E20 3AT, 6c0441714820a4e0faa0741c17238c7dd9ced611",348634,2021-06-07
"E20 3AT, af50c0fef04dc32c5661f74df563e332e2195899",348634,2021-06-07
"E20 3AT, 9010ff8d085ee7fb88a97b20b0a4cec2c15ddbe2",348634,2021-06-07
"E20 3AT, a5f92f8bea043deb98b4fbb18b1b2c4745ada634",348634,2021-06-07
"E20 3AU, e218f668ebf6822205717c901c6cbe46cdf3c839",279969,2021-08-25
"E20 3AU, 1b4a176324da88322819e597dde745005585e599",279969,2021-08-25
"E20 3AU, c407776ee0bb0ed8c958ea87a13df2a5c9d52bb3",322676,2021-08-25
"E20 3AU, f7a645d53e38615b1d15257767c194300a597b64",322676,2021-08-25
"E20 3AU, e9c10309c3a9cb9cc5868223932de2c8eba119a3",338926,2021-08-25
"E20 3AU, a93d274fe77e4488b87683324d3499cf7e37f772",322676,2021-08-25
"E20 3AU, abb581d516c7edebfda379cf69ab0057a4e7be9d",348634,2021-08-25
"E20 3AU, 665077ebec6fb3deb3356d72d3d729fb948b9104",348634,2021-08-25
"E20 3AU, 4f5ab9a99e67614b41e686354ec79c3d380c3f98",322676,2021-08-25
"E20 3AU, 77492a603f7e4fc76c9839e2444de616519b2ca5",348634,2021-08-25
"E20 3AU, 23d4e6a1680b5e9124d9e1ada31c4570bd0fbbd1",279969,2021-08-25
"E20 3AU, c565571cb91023d2eeea11fec117201b197ab10d",348634,2021-08-25
"E20 3AU, 11a90861edafcec7465ad80c1bd2778744657def",348634,2021-08-25
"E20 3AU, ce6342c3922cb613288732721889851a6c5cbf39",279969,2021-08-25
"E20 3AU, ef5d93334accb56e54b9947842196d7aa2795e79",279969,2021-08-25
"E20 3AU, ff07d1285b172a3186f338086a5d67f03c8f633f",680000,2021-09-06
"E20 3AU, fe3894a8f8b16f3a182b358ec0bc0e2626c99f0e",616500,2021-09-09
"E20 3AU, 559920c784de16a981c99ca2c8e94863de717962",755000,2021-09-06
"E20 3AU, 80f6282b9427b37ee89dc10b676e0566e54dae17",625000,2021-09-06
"E20 3AZ, 4845a6e80fedd2f33b38df83436bcccc6d97e005",910000,2021-06-29
"E20 3AZ, f8e63d077366ce4b9368767099540541af9c2c8f",930000,2022-04-29
